image_id,file_name,ours_f1,ours_mean_iou,ours_precision,ours_recall,ours_fp,ours_fn,yolo_f1,yolo_mean_iou,yolo_precision,yolo_recall,yolo_fp,yolo_fn
3003,3003.TIF,0.836,0.847,0.852,0.821,4,5,0.694,0.837,0.810,0.607,4,11
3004,3004.TIF,0.929,0.889,1.000,0.867,0,2,0.857,0.905,0.923,0.800,1,3
3005,3005.TIF,1.000,0.930,1.000,1.000,0,0,1.000,0.943,1.000,1.000,0,0
3007,3007.TIF,0.857,0.805,1.000,0.750,0,3,0.800,0.785,1.000,0.667,0,4
3008,3008.TIF,0.750,0.860,0.828,0.686,5,11,0.814,0.804,1.000,0.686,0,11
3009,3009.TIF,0.822,0.896,0.938,0.732,2,11,0.754,0.877,0.929,0.634,2,15
3100,3100.TIF,1.000,0.967,1.000,1.000,0,0,1.000,0.919,1.000,1.000,0,0
3101,3101.TIF,1.000,0.920,1.000,1.000,0,0,1.000,0.682,1.000,1.000,0,0
3102,3102.TIF,1.000,0.858,1.000,1.000,0,0,1.000,0.793,1.000,1.000,0,0
3104,3104.TIF,1.000,0.795,1.000,1.000,0,0,1.000,0.855,1.000,1.000,0,0
3107,3107.TIF,1.000,0.807,1.000,1.000,0,0,0.667,0.852,1.000,0.500,0,2
3108,3108.TIF,0.737,0.853,0.875,0.636,1,4,0.700,0.888,0.778,0.636,2,4
3109,3109.TIF,0.588,0.924,0.714,0.500,4,10,0.625,0.930,0.833,0.500,2,10
30010,30010.TIF,0.964,0.918,1.000,0.930,0,4,0.945,0.891,0.981,0.912,1,5
30011,30011.TIF,0.917,0.913,0.968,0.871,2,9,0.926,0.877,0.955,0.900,3,7
30012,30012.TIF,0.943,0.904,0.976,0.911,1,4,0.879,0.880,0.870,0.889,6,5
30013,30013.TIF,0.923,0.891,0.947,0.900,1,2,0.857,0.850,1.000,0.750,0,5
30014,30014.TIF,0.865,0.871,0.842,0.889,3,2,0.889,0.842,0.889,0.889,2,2
30015,30015.TIF,0.943,0.854,0.926,0.962,2,1,0.909,0.838,0.862,0.962,4,1
30016,30016.TIF,0.894,0.843,0.875,0.913,6,4,0.818,0.852,0.857,0.783,6,10
30017,30017.TIF,0.846,0.819,0.957,0.759,1,7,0.824,0.819,0.955,0.724,1,8
30018,30018.TIF,0.750,0.887,0.750,0.750,1,1,0.889,0.826,0.800,1.000,1,0
30020,30020.TIF,0.960,0.885,0.960,0.960,1,1,0.958,0.869,1.000,0.920,0,2
30021,30021.TIF,1.000,0.870,1.000,1.000,0,0,0.977,0.867,0.955,1.000,1,0
30025,30025.TIF,0.893,0.888,1.000,0.806,0,6,0.815,0.890,0.957,0.710,1,9
30026,30026.TIF,0.900,0.885,0.957,0.849,2,8,0.907,0.867,1.000,0.830,0,9
30027,30027.TIF,0.957,0.890,0.917,1.000,2,0,0.909,0.873,0.909,0.909,2,2
30028,30028.TIF,0.667,0.887,1.000,0.500,0,1,0.667,0.695,1.000,0.500,0,1
30029,30029.TIF,0.250,0.975,0.200,0.333,4,2,1.000,0.938,1.000,1.000,0,0
30030,30030.TIF,0.955,0.891,0.955,0.955,1,1,0.905,0.864,0.950,0.864,1,3
30031,30031.TIF,0.952,0.902,0.986,0.921,1,6,0.947,0.880,0.959,0.934,3,5
30032,30032.TIF,0.942,0.907,0.989,0.899,1,10,0.933,0.884,0.957,0.909,4,9
30033,30033.TIF,0.942,0.883,0.985,0.903,1,7,0.859,0.864,0.921,0.806,5,14
30034,30034.TIF,0.895,0.879,0.850,0.944,3,1,0.914,0.906,0.941,0.889,1,2
30035,30035.TIF,0.800,0.730,1.000,0.667,0,1,0.500,0.807,1.000,0.333,0,2
30038,30038.TIF,0.821,0.862,0.800,0.842,4,3,0.688,0.835,0.846,0.579,2,8
30039,30039.TIF,0.846,0.844,0.880,0.815,3,5,0.735,0.851,0.818,0.667,4,9
30040,30040.TIF,1.000,0.790,1.000,1.000,0,0,0.667,0.755,1.000,0.500,0,1
30041,30041.TIF,0.923,0.830,1.000,0.857,0,1,0.923,0.874,1.000,0.857,0,1
30042,30042.TIF,0.939,0.858,0.902,0.979,5,1,0.938,0.841,0.918,0.957,4,2
30043,30043.TIF,0.958,0.862,0.958,0.958,1,1,0.939,0.823,0.920,0.958,2,1
30046,30046.TIF,0.818,0.832,0.818,0.818,2,2,0.842,0.817,1.000,0.727,0,3
30047,30047.TIF,0.886,0.885,0.975,0.812,1,9,0.891,0.872,0.932,0.854,3,7
30048,30048.TIF,0.921,0.870,0.967,0.879,1,4,0.871,0.881,0.931,0.818,2,6
30049,30049.TIF,0.865,0.854,0.889,0.842,2,3,0.848,0.859,1.000,0.737,0,5
30050,30050.TIF,0.556,0.850,1.000,0.385,0,8,0.526,0.763,0.833,0.385,1,8
30051,30051.TIF,1.000,0.911,1.000,1.000,0,0,1.000,0.885,1.000,1.000,0,0
30052,30052.TIF,0.949,0.893,0.974,0.925,1,3,0.937,0.862,0.949,0.925,2,3
30053,30053.TIF,0.906,0.900,0.969,0.851,2,11,0.924,0.868,0.944,0.905,4,7
30054,30054.TIF,0.936,0.888,0.917,0.957,4,2,0.936,0.849,0.917,0.957,4,2
30055,30055.TIF,0.875,0.862,0.955,0.808,1,5,0.783,0.833,0.900,0.692,2,8
30056,30056.TIF,0.871,0.864,0.900,0.844,3,5,0.857,0.855,1.000,0.750,0,8
30057,30057.TIF,0.667,0.798,1.000,0.500,0,1,0.000,0.000,0.000,0.000,0,2
30058,30058.TIF,0.667,0.852,1.000,0.500,0,1,0.667,0.872,1.000,0.500,0,1
30059,30059.TIF,0.909,0.852,1.000,0.833,0,1,0.909,0.852,1.000,0.833,0,1
30060,30060.TIF,1.000,0.862,1.000,1.000,0,0,0.960,0.829,1.000,0.923,0,1
30061,30061.TIF,0.968,0.860,1.000,0.938,0,1,0.933,0.822,1.000,0.875,0,2
30062,30062.TIF,0.909,0.834,0.909,0.909,1,1,0.909,0.811,0.909,0.909,1,1
30063,30063.TIF,0.946,0.841,0.972,0.921,1,3,0.895,0.817,0.895,0.895,4,4
30064,30064.TIF,0.960,0.865,0.941,0.980,3,1,0.940,0.828,0.922,0.959,4,2
30065,30065.TIF,0.963,0.842,0.963,0.963,1,1,0.889,0.823,0.889,0.889,3,3
30068,30068.TIF,0.917,0.863,0.846,1.000,2,0,1.000,0.909,1.000,1.000,0,0
30069,30069.TIF,0.800,0.869,0.769,0.833,3,2,0.737,0.946,1.000,0.583,0,5
30070,30070.TIF,0.750,0.874,0.750,0.750,2,2,0.588,0.831,0.556,0.625,4,3
30071,30071.TIF,0.688,0.854,0.688,0.688,5,5,0.667,0.822,0.818,0.562,2,7
30072,30072.TIF,0.733,0.863,0.846,0.647,2,6,0.571,0.846,0.727,0.471,3,9
30073,30073.TIF,1.000,0.889,1.000,1.000,0,0,0.923,0.929,0.857,1.000,1,0
30074,30074.TIF,0.923,0.908,0.923,0.923,3,3,0.897,0.898,0.897,0.897,4,4
30075,30075.TIF,0.918,0.901,0.933,0.903,2,3,0.918,0.883,0.933,0.903,2,3
30076,30076.TIF,0.667,0.860,0.667,0.667,2,2,0.667,0.848,0.667,0.667,2,2
30077,30077.TIF,0.766,0.836,0.947,0.643,1,10,0.783,0.862,1.000,0.643,0,10
30078,30078.TIF,0.820,0.828,1.000,0.695,0,18,0.763,0.837,0.974,0.627,1,22
30081,30081.TIF,0.870,0.809,1.000,0.769,0,3,0.818,0.813,1.000,0.692,0,4
30082,30082.TIF,0.696,0.823,0.889,0.571,1,6,0.667,0.800,1.000,0.500,0,7
30083,30083.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
30084,30084.TIF,0.837,0.845,0.857,0.818,3,4,0.878,0.815,0.947,0.818,1,4
30085,30085.TIF,0.892,0.831,0.943,0.846,2,6,0.849,0.825,0.912,0.795,3,8
30086,30086.TIF,0.930,0.851,0.946,0.914,3,5,0.930,0.825,0.946,0.914,3,5
30087,30087.TIF,0.983,0.835,1.000,0.967,0,1,0.885,0.846,0.871,0.900,4,3
30089,30089.TIF,0.750,0.814,0.750,0.750,1,1,0.571,0.868,0.667,0.500,1,2
30090,30090.TIF,0.516,0.913,0.348,1.000,15,0,1.000,0.908,1.000,1.000,0,0
30091,30091.TIF,0.429,0.909,0.375,0.500,5,3,0.500,0.946,1.000,0.333,0,4
30092,30092.TIF,0.458,0.906,0.297,1.000,26,0,0.513,0.892,0.357,0.909,18,1
30093,30093.TIF,0.783,0.903,0.667,0.947,9,1,0.750,0.888,0.714,0.789,6,4
30094,30094.TIF,0.947,0.883,0.900,1.000,2,0,0.973,0.875,0.947,1.000,1,0
30095,30095.TIF,0.800,0.837,0.800,0.800,2,2,0.667,0.864,0.750,0.600,2,4
30096,30096.TIF,0.700,0.913,0.778,0.636,2,4,0.800,0.859,0.889,0.727,1,3
30097,30097.TIF,1.000,0.833,1.000,1.000,0,0,1.000,0.919,1.000,1.000,0,0
30098,30098.TIF,0.923,0.772,1.000,0.857,0,1,0.727,0.717,1.000,0.571,0,3
30099,30099.TIF,0.878,0.835,0.947,0.818,1,4,0.900,0.796,1.000,0.818,0,4
31010,31010.TIF,0.750,0.845,0.750,0.750,4,4,0.692,0.861,0.900,0.562,1,7
31011,31011.TIF,0.914,0.921,0.941,0.889,1,2,0.914,0.908,0.941,0.889,1,2
31012,31012.TIF,0.903,0.922,1.000,0.824,0,3,0.800,0.917,0.923,0.706,1,5
31013,31013.TIF,0.722,0.874,0.812,0.650,3,7,0.533,0.879,0.800,0.400,2,12
31014,31014.TIF,0.700,0.894,0.737,0.667,5,7,0.737,0.872,0.824,0.667,3,7
31015,31015.TIF,0.519,0.888,0.368,0.875,12,1,0.615,0.930,0.800,0.500,1,4
31017,31017.TIF,1.000,0.949,1.000,1.000,0,0,1.000,0.770,1.000,1.000,0,0
31021,31021.TIF,1.000,0.792,1.000,1.000,0,0,1.000,0.829,1.000,1.000,0,0
31025,31025.TIF,0.800,0.930,0.750,0.857,2,1,1.000,0.892,1.000,1.000,0,0
31026,31026.TIF,0.718,0.901,0.737,0.700,5,6,0.625,0.909,0.833,0.500,2,10
31027,31027.TIF,0.800,0.851,0.842,0.762,3,5,0.684,0.827,0.765,0.619,4,8
31028,31028.TIF,0.909,0.909,0.893,0.926,3,2,0.875,0.885,1.000,0.778,0,6
31029,31029.TIF,0.810,0.897,0.810,0.810,4,4,0.645,0.927,1.000,0.476,0,11
31030,31030.TIF,0.704,0.910,0.792,0.633,5,11,0.410,0.927,0.889,0.267,1,22
31031,31031.TIF,0.787,0.896,0.857,0.727,4,9,0.596,0.902,1.000,0.424,0,19
31032,31032.TIF,0.605,0.898,0.520,0.722,12,5,0.286,0.911,1.000,0.167,0,15
31037,31037.TIF,1.000,0.697,1.000,1.000,0,0,1.000,0.751,1.000,1.000,0,0
31043,31043.TIF,0.857,0.861,0.857,0.857,1,1,0.857,0.835,0.857,0.857,1,1
31044,31044.TIF,0.625,0.854,0.526,0.769,9,3,0.696,0.855,0.800,0.615,2,5
31045,31045.TIF,0.857,0.916,0.800,0.923,3,1,0.846,0.909,0.846,0.846,2,2
31046,31046.TIF,0.875,0.861,1.000,0.778,0,4,0.813,0.899,0.929,0.722,1,5
31047,31047.TIF,0.923,0.868,1.000,0.857,0,2,0.846,0.857,0.917,0.786,1,3
31048,31048.TIF,0.800,0.915,0.909,0.714,1,4,0.636,0.885,0.875,0.500,1,7
31049,31049.TIF,0.692,0.856,0.600,0.818,12,4,0.647,0.839,0.917,0.500,1,11
31050,31050.TIF,0.714,0.896,0.833,0.625,1,3,0.875,0.801,0.875,0.875,1,1
31051,31051.TIF,0.800,0.819,0.667,1.000,1,0,1.000,0.853,1.000,1.000,0,0
31054,31054.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
31060,31060.TIF,0.857,0.814,1.000,0.750,0,1,0.500,0.825,0.500,0.500,2,2
31061,31061.TIF,0.733,0.880,0.647,0.846,6,2,0.727,0.924,0.889,0.615,1,5
31062,31062.TIF,0.645,0.885,0.526,0.833,9,2,0.667,0.926,1.000,0.500,0,6
31063,31063.TIF,0.857,0.899,0.750,1.000,4,0,0.786,0.871,0.688,0.917,5,1
31064,31064.TIF,0.941,0.880,0.889,1.000,1,0,0.875,0.864,0.875,0.875,1,1
31065,31065.TIF,0.800,0.853,0.769,0.833,3,2,0.556,0.863,0.833,0.417,1,7
31066,31066.TIF,0.913,0.879,0.879,0.951,8,3,0.924,0.858,0.948,0.902,3,6
31067,31067.TIF,0.925,0.882,0.912,0.939,3,2,0.957,0.827,0.917,1.000,3,0
31068,31068.TIF,0.800,0.914,0.667,1.000,1,0,0.667,0.798,0.500,1.000,2,0
31069,31069.TIF,1.000,0.918,1.000,1.000,0,0,1.000,0.919,1.000,1.000,0,0
31073,31073.TIF,1.000,0.965,1.000,1.000,0,0,1.000,0.814,1.000,1.000,0,0
31074,31074.TIF,1.000,0.928,1.000,1.000,0,0,1.000,0.981,1.000,1.000,0,0
31075,31075.TIF,0.889,0.917,0.800,1.000,1,0,0.750,0.847,0.750,0.750,1,1
31076,31076.TIF,0.692,0.887,0.818,0.600,2,6,0.640,0.887,0.800,0.533,2,7
31077,31077.TIF,1.000,0.919,1.000,1.000,0,0,0.500,0.860,0.500,0.500,1,1
31078,31078.TIF,0.778,0.879,0.700,0.875,3,1,0.824,0.853,0.778,0.875,2,1
31079,31079.TIF,0.615,0.851,0.444,1.000,10,0,0.556,0.795,0.500,0.625,5,3
31080,31080.TIF,0.857,0.836,0.857,0.857,1,1,0.833,0.851,1.000,0.714,0,2
31081,31081.TIF,0.800,0.885,0.750,0.857,2,1,0.769,0.910,0.833,0.714,1,2
31082,31082.TIF,0.706,0.810,0.545,1.000,5,0,0.667,0.839,0.556,0.833,4,1
31083,31083.TIF,0.950,0.882,0.960,0.941,4,6,0.940,0.848,0.959,0.922,4,8
31084,31084.TIF,1.000,0.883,1.000,1.000,0,0,0.961,0.846,0.974,0.949,1,2
31086,31086.TIF,1.000,0.918,1.000,1.000,0,0,1.000,0.911,1.000,1.000,0,0
31090,31090.TIF,0.667,0.922,0.500,1.000,1,0,0.000,0.000,0.000,0.000,0,1
31091,31091.TIF,1.000,0.959,1.000,1.000,0,0,0.000,0.000,0.000,0.000,0,1
31092,31092.TIF,0.880,0.868,0.846,0.917,2,1,0.818,0.895,0.900,0.750,1,3
31093,31093.TIF,0.900,0.892,1.000,0.818,0,2,0.778,0.926,1.000,0.636,0,4
31094,31094.TIF,0.889,0.882,0.800,1.000,1,0,0.889,0.869,0.800,1.000,1,0
31095,31095.TIF,0.727,0.894,0.571,1.000,3,0,0.727,0.900,0.571,1.000,3,0
31096,31096.TIF,0.625,0.903,0.500,0.833,5,1,0.625,0.801,0.500,0.833,5,1
31097,31097.TIF,0.500,0.904,0.750,0.375,1,5,0.400,0.784,0.429,0.375,4,5
31098,31098.TIF,0.706,0.833,0.750,0.667,2,3,0.800,0.846,1.000,0.667,0,3
31099,31099.TIF,0.545,0.915,0.375,1.000,5,0,0.333,0.905,0.333,0.333,2,2
300100,300100.TIF,0.912,0.845,0.969,0.861,1,5,0.928,0.822,0.970,0.889,1,4
300102,300102.TIF,0.667,0.974,1.000,0.500,0,1,0.667,0.954,1.000,0.500,0,1
300103,300103.TIF,0.762,0.814,0.727,0.800,3,2,0.778,0.832,0.875,0.700,1,3
300104,300104.TIF,0.750,0.798,1.000,0.600,0,2,0.333,0.785,1.000,0.200,0,4
300105,300105.TIF,0.900,0.900,0.900,0.900,1,1,0.889,0.902,1.000,0.800,0,2
300106,300106.TIF,0.917,0.841,0.846,1.000,2,0,0.957,0.823,0.917,1.000,1,0
300107,300107.TIF,0.941,0.870,0.909,0.976,4,1,0.907,0.835,0.867,0.951,6,2
300108,300108.TIF,0.933,0.841,0.918,0.949,5,3,0.897,0.834,0.912,0.881,5,7
300109,300109.TIF,0.945,0.836,0.929,0.963,2,1,0.873,0.845,0.857,0.889,4,3
300110,300110.TIF,0.857,0.901,1.000,0.750,0,1,0.857,0.806,1.000,0.750,0,1
300111,300111.TIF,0.730,0.871,0.885,0.622,3,14,0.688,0.834,0.815,0.595,5,15
300112,300112.TIF,0.829,0.903,0.895,0.773,2,5,0.780,0.892,0.842,0.727,3,6
300113,300113.TIF,0.294,0.867,0.179,0.833,23,1,0.706,0.893,0.545,1.000,5,0
300114,300114.TIF,0.214,0.896,0.120,1.000,44,0,0.435,0.897,0.294,0.833,12,1
300115,300115.TIF,0.522,0.894,0.353,1.000,11,0,0.667,0.912,0.500,1.000,6,0
300116,300116.TIF,0.947,0.910,0.900,1.000,1,0,0.818,0.934,0.692,1.000,4,0
300117,300117.TIF,0.800,0.874,0.800,0.800,2,2,0.778,0.784,0.875,0.700,1,3
300118,300118.TIF,0.632,0.761,0.667,0.600,3,4,0.737,0.767,0.778,0.700,2,3
300119,300119.TIF,0.667,0.806,0.667,0.667,1,1,0.857,0.809,0.750,1.000,1,0
300120,300120.TIF,0.824,0.723,1.000,0.700,0,3,0.571,0.722,1.000,0.400,0,6
300121,300121.TIF,0.833,0.764,0.909,0.769,1,3,0.870,0.764,1.000,0.769,0,3
300122,300122.TIF,0.667,0.862,1.000,0.500,0,1,0.500,0.776,0.500,0.500,1,1
300125,300125.TIF,1.000,0.780,1.000,1.000,0,0,0.750,0.769,0.750,0.750,1,1
300126,300126.TIF,0.895,0.875,1.000,0.810,0,4,0.927,0.823,0.950,0.905,1,2
300127,300127.TIF,0.941,0.873,0.952,0.930,2,3,0.929,0.859,0.951,0.907,2,4
300128,300128.TIF,0.978,0.863,1.000,0.957,0,2,0.955,0.861,1.000,0.913,0,4
300129,300129.TIF,0.942,0.859,0.961,0.925,2,4,0.923,0.848,0.941,0.906,3,5
300130,300130.TIF,0.940,0.848,0.959,0.922,2,4,0.941,0.833,0.941,0.941,3,3
300131,300131.TIF,0.979,0.864,0.958,1.000,1,0,0.978,0.843,1.000,0.957,0,1
300132,300132.TIF,0.723,0.859,0.630,0.850,10,3,0.723,0.866,0.630,0.850,10,3
300133,300133.TIF,0.643,0.876,0.643,0.643,5,5,0.640,0.840,0.727,0.571,3,6
300134,300134.TIF,0.784,0.887,0.690,0.909,9,2,0.750,0.891,0.833,0.682,3,7
300135,300135.TIF,0.303,0.875,0.185,0.833,22,1,0.600,0.900,0.750,0.500,1,3
300136,300136.TIF,0.273,0.770,0.158,1.000,32,0,0.308,0.857,0.286,0.333,5,4
300137,300137.TIF,0.667,0.852,0.500,1.000,9,0,0.778,0.884,0.778,0.778,2,2
300138,300138.TIF,0.762,0.890,0.727,0.800,3,2,1.000,0.904,1.000,1.000,0,0
300139,300139.TIF,0.909,0.893,0.833,1.000,1,0,1.000,0.944,1.000,1.000,0,0
300140,300140.TIF,0.750,0.865,0.600,1.000,2,0,0.857,0.915,0.750,1.000,1,0
300141,300141.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
300144,300144.TIF,1.000,0.853,1.000,1.000,0,0,1.000,0.792,1.000,1.000,0,0
300146,300146.TIF,0.769,0.894,0.625,1.000,3,0,0.625,0.867,0.455,1.000,6,0
300147,300147.TIF,0.611,0.864,0.458,0.917,13,1,0.600,0.850,0.500,0.750,9,3
300148,300148.TIF,0.935,0.851,0.935,0.935,2,2,0.984,0.830,1.000,0.968,0,1
300149,300149.TIF,0.977,0.866,1.000,0.956,0,2,0.977,0.842,1.000,0.956,0,2
300150,300150.TIF,0.895,0.891,0.922,0.870,4,7,0.906,0.876,0.923,0.889,4,6
300151,300151.TIF,0.927,0.880,0.944,0.911,3,5,0.912,0.842,0.897,0.929,6,4
300152,300152.TIF,0.968,0.866,0.979,0.958,1,2,0.939,0.824,0.920,0.958,4,2
300153,300153.TIF,0.917,0.858,1.000,0.846,0,4,0.898,0.850,0.957,0.846,1,4
300154,300154.TIF,0.907,0.884,0.898,0.917,5,4,0.887,0.877,0.878,0.896,6,5
300155,300155.TIF,0.720,0.902,0.643,0.818,5,2,0.762,0.878,0.800,0.727,2,3
300156,300156.TIF,0.111,0.860,0.059,1.000,32,0,0.500,0.902,0.500,0.500,1,1
300158,300158.TIF,0.632,0.898,0.500,0.857,6,1,0.545,0.923,0.750,0.429,1,4
300159,300159.TIF,0.750,0.889,0.667,0.857,6,2,0.923,0.915,1.000,0.857,0,2
300160,300160.TIF,0.750,0.855,0.923,0.632,1,7,0.538,0.900,1.000,0.368,0,12
300161,300161.TIF,0.839,0.908,1.000,0.722,0,5,0.667,0.925,1.000,0.500,0,9
300162,300162.TIF,0.800,0.946,1.000,0.667,0,1,0.667,0.949,0.667,0.667,1,1
300163,300163.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
300164,300164.TIF,1.000,0.757,1.000,1.000,0,0,0.000,0.000,0.000,0.000,3,1
300169,300169.TIF,0.600,0.857,0.500,0.750,6,2,0.778,0.770,0.700,0.875,3,1
300170,300170.TIF,0.898,0.852,0.957,0.846,1,4,0.920,0.834,0.958,0.885,1,3
300171,300171.TIF,0.953,0.878,0.981,0.927,1,4,0.954,0.847,0.963,0.945,2,3
300172,300172.TIF,0.905,0.879,0.915,0.896,4,5,0.891,0.882,0.932,0.854,3,7
300173,300173.TIF,0.914,0.887,0.970,0.865,1,5,0.845,0.824,0.882,0.811,4,7
300174,300174.TIF,0.847,0.859,0.806,0.893,6,3,0.873,0.846,0.889,0.857,3,4
300175,300175.TIF,0.828,0.800,0.923,0.750,1,4,0.867,0.774,0.929,0.812,1,3
300176,300176.TIF,0.932,0.872,0.965,0.902,2,6,0.906,0.851,0.946,0.869,3,8
300177,300177.TIF,0.727,0.891,0.727,0.727,6,6,0.810,0.858,0.850,0.773,3,5
300178,300178.TIF,0.435,0.886,0.333,0.625,10,3,0.778,0.868,0.700,0.875,3,1
300179,300179.TIF,0.889,0.850,0.800,1.000,2,0,0.737,0.909,0.636,0.875,4,1
300180,300180.TIF,0.880,0.905,0.846,0.917,2,1,0.846,0.898,0.786,0.917,3,1
300181,300181.TIF,0.846,0.881,0.733,1.000,4,0,0.762,0.890,0.800,0.727,2,3
300182,300182.TIF,0.833,0.898,1.000,0.714,0,2,0.833,0.828,1.000,0.714,0,2
300183,300183.TIF,0.842,0.856,0.889,0.800,1,2,0.750,0.850,1.000,0.600,0,4
300186,300186.TIF,1.000,0.880,1.000,1.000,0,0,0.667,0.829,0.500,1.000,1,0
300187,300187.TIF,1.000,0.807,1.000,1.000,0,0,1.000,0.803,1.000,1.000,0,0
300191,300191.TIF,0.857,0.816,1.000,0.750,0,1,0.667,0.787,1.000,0.500,0,2
300192,300192.TIF,0.987,0.870,1.000,0.974,0,1,0.974,0.837,1.000,0.949,0,2
300193,300193.TIF,0.970,0.889,0.961,0.980,2,1,0.970,0.868,0.961,0.980,2,1
300194,300194.TIF,0.944,0.875,0.944,0.944,2,2,0.957,0.854,1.000,0.917,0,3
300195,300195.TIF,0.932,0.866,0.953,0.911,2,4,0.864,0.854,0.884,0.844,5,7
300196,300196.TIF,0.950,0.856,0.950,0.950,2,2,0.925,0.834,0.925,0.925,3,3
300197,300197.TIF,0.889,0.859,0.889,0.889,1,1,0.842,0.806,0.800,0.889,2,1
300198,300198.TIF,0.842,0.898,1.000,0.727,0,3,0.762,0.873,0.800,0.727,2,3
300199,300199.TIF,0.929,0.893,1.000,0.867,0,2,0.769,0.924,0.909,0.667,1,5
300200,300200.TIF,0.895,0.901,0.944,0.850,1,3,0.865,0.893,0.941,0.800,1,4
300201,300201.TIF,0.682,0.913,0.652,0.714,8,6,0.750,0.887,0.789,0.714,4,6
300202,300202.TIF,0.815,0.928,0.786,0.846,3,2,0.800,0.920,0.833,0.769,2,3
300203,300203.TIF,0.762,0.910,1.000,0.615,0,5,0.636,0.826,0.778,0.538,2,6
300204,300204.TIF,0.600,0.869,0.818,0.474,2,10,0.519,0.900,0.875,0.368,1,12
300205,300205.TIF,0.800,0.854,1.000,0.667,0,2,0.500,0.866,1.000,0.333,0,4
300210,300210.TIF,1.000,0.886,1.000,1.000,0,0,1.000,0.849,1.000,1.000,0,0
300211,300211.TIF,1.000,0.909,1.000,1.000,0,0,0.957,0.897,1.000,0.917,0,1
300212,300212.TIF,0.759,0.908,0.688,0.846,5,2,0.759,0.916,0.688,0.846,5,2
300213,300213.TIF,0.909,0.910,1.000,0.833,0,2,0.880,0.853,0.846,0.917,2,1
300214,300214.TIF,0.975,0.876,1.000,0.951,0,2,0.937,0.846,0.974,0.902,1,4
300215,300215.TIF,0.952,0.856,0.962,0.943,2,3,0.941,0.853,0.980,0.906,1,5
300216,300216.TIF,0.913,0.861,0.913,0.913,4,4,0.891,0.853,0.891,0.891,5,5
300217,300217.TIF,0.911,0.872,0.902,0.920,5,4,0.902,0.840,0.885,0.920,6,4
300218,300218.TIF,0.979,0.861,0.979,0.979,1,1,0.958,0.854,0.939,0.979,3,1
300219,300219.TIF,0.966,0.855,0.933,1.000,1,0,0.933,0.817,0.875,1.000,2,0
300220,300220.TIF,0.913,0.851,0.935,0.892,4,7,0.848,0.837,0.836,0.862,11,9
300221,300221.TIF,0.899,0.865,1.000,0.816,0,7,0.865,0.836,0.889,0.842,4,6
300222,300222.TIF,0.743,0.821,0.650,0.867,7,2,0.690,0.868,0.714,0.667,4,5
300223,300223.TIF,0.806,0.858,0.829,0.784,6,8,0.677,0.828,0.786,0.595,6,15
300224,300224.TIF,0.882,0.870,0.938,0.833,1,3,0.839,0.868,1.000,0.722,0,5
300225,300225.TIF,0.882,0.872,0.882,0.882,2,2,0.690,0.856,0.833,0.588,2,7
300226,300226.TIF,0.783,0.885,0.900,0.692,1,4,0.500,0.917,0.714,0.385,2,8
300227,300227.TIF,0.000,0.000,0.000,0.000,0,2,0.000,0.000,0.000,0.000,0,2
300230,300230.TIF,0.857,0.847,0.750,1.000,2,0,0.545,0.945,0.600,0.500,2,3
300231,300231.TIF,0.941,0.920,1.000,0.889,0,1,0.842,0.886,0.800,0.889,2,1
300232,300232.TIF,0.857,0.913,1.000,0.750,0,3,0.818,0.912,0.900,0.750,1,3
300233,300233.TIF,0.839,0.870,0.867,0.812,2,3,0.828,0.892,0.923,0.750,1,4
300234,300234.TIF,0.900,0.931,0.900,0.900,1,1,0.947,0.929,1.000,0.900,0,1
300235,300235.TIF,0.909,0.875,1.000,0.833,0,1,0.833,0.837,0.833,0.833,1,1
300236,300236.TIF,0.892,0.875,0.906,0.879,3,4,0.903,0.840,0.966,0.848,1,5
300237,300237.TIF,0.932,0.857,0.948,0.917,3,5,0.966,0.845,1.000,0.933,0,4
300238,300238.TIF,0.947,0.889,0.982,0.915,1,5,0.947,0.851,0.982,0.915,1,5
300239,300239.TIF,0.866,0.886,0.894,0.840,5,8,0.939,0.856,0.958,0.920,2,4
300240,300240.TIF,0.956,0.878,0.964,0.947,2,3,0.944,0.875,1.000,0.895,0,6
300241,300241.TIF,1.000,0.862,1.000,1.000,0,0,0.980,0.839,0.960,1.000,1,0
300242,300242.TIF,0.838,0.850,0.905,0.781,6,16,0.792,0.840,0.803,0.781,14,16
300243,300243.TIF,0.853,0.881,0.906,0.806,3,7,0.862,0.876,0.966,0.778,1,8
300244,300244.TIF,0.706,0.872,0.632,0.800,7,3,0.645,0.875,0.625,0.667,6,5
300245,300245.TIF,0.885,0.877,0.885,0.885,11,11,0.926,0.841,0.936,0.917,6,8
300246,300246.TIF,0.908,0.886,0.908,0.908,7,7,0.920,0.856,0.932,0.908,5,7
300247,300247.TIF,0.963,0.920,1.000,0.929,0,1,0.929,0.889,0.929,0.929,1,1
300251,300251.TIF,0.800,0.885,0.727,0.889,3,1,0.824,0.817,0.875,0.778,1,2
300252,300252.TIF,0.903,0.882,0.875,0.933,2,1,0.857,0.878,0.923,0.800,1,3
